"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"06095","5","10","71","0","2017","A","",10733,113286,6250212136,889283497,39463887,1061,55172,"",0.98,0.96,0.94,1.02,1.00,0.98,0.98,"",393,3.8,2650,2.4,358885477,6.1,3697905,0.4,-2205420,-5.3,37,3.6,1922,3.6
"06097","0","10","70","0","2017","A","",19803,205511,10723114613,1502895411,65147067,1003,52178,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",354,1.8,3636,1.8,569484379,5.6,38414794,2.6,-2145068,-3.2,36,3.7,1881,3.7
"06097","1","10","71","0","2017","A","",57,1387,94730058,0,0,1313,68299,"",0.47,0.35,0.31,0.00,0.00,0.90,0.90,"",0,0.0,23,1.7,601635,0.6,0,0.0,0,0.0,-14,-1.1,-723,-1.0
"06097","2","10","71","0","2017","A","",153,3481,199044661,0,0,1100,57175,"",1.09,0.53,0.54,0.00,0.00,1.03,1.03,"",-5,-3.2,-412,-10.6,-12552290,-5.9,0,0.0,0,0.0,55,5.3,2826,5.2
"06097","3","10","71","0","2017","A","",306,22797,1274249498,23650040,1201459,1075,55895,"",0.90,1.14,1.36,1.15,3.58,1.19,1.19,"",-2,-0.6,481,2.2,68053532,5.6,1920122,8.8,41812,3.6,36,3.5,1844,3.4
"06097","5","10","71","0","2017","A","",19288,177845,9155090396,1479245371,63945608,990,51478,"",1.00,1.02,1.00,1.00,0.99,0.99,0.99,"",362,1.9,3543,2.0,513381502,5.9,36494672,2.5,-2186880,-3.3,37,3.9,1899,3.8
"06099","0","10","70","0","2017","A","",15327,187022,8597316103,1362211071,62879370,884,45970,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",550,3.7,3045,1.7,378238310,4.6,34215122,2.6,-1134752,-1.8,25,2.9,1296,2.9
"06099","1","10","71","0","2017","A","",38,860,54785661,0,0,1225,63723,"",0.41,0.24,0.23,0.00,0.00,0.95,0.95,"",0,0.0,23,2.7,1430006,2.7,0,0.0,0,0.0,0,0.0,8,0.0
"06099","2","10","71","0","2017","A","",78,1629,103040695,0,0,1217,63267,"",0.72,0.27,0.35,0.00,0.00,1.30,1.30,"",-1,-1.3,68,4.4,8417878,8.9,0,0.0,0,0.0,51,4.4,2644,4.4
"06099","3","10","71","0","2017","A","",308,26341,1420112214,6112326,255778,1037,53913,"",1.17,1.44,1.89,0.33,0.79,1.31,1.31,"",-1,-0.3,627,2.4,68642483,5.1,-23173,-0.4,-22679,-8.1,26,2.6,1356,2.6
"06099","5","10","71","0","2017","A","",14904,158193,7019377533,1356098745,62623592,853,44372,"",1.00,0.99,0.96,1.02,1.00,0.97,0.97,"",554,3.9,2328,1.5,299747943,4.5,34238295,2.6,-1112073,-1.7,24,2.9,1260,2.9
"06101","0","10","70","0","2017","A","",3182,30623,1240733580,238129042,11685972,779,40517,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",93,3.0,625,2.1,48926056,4.1,10744590,4.7,199867,1.7,15,2.0,788,2.0
"06101","1","10","71","0","2017","A","",15,86,5368289,0,0,1202,62483,"",0.78,0.14,0.15,0.00,0.00,1.06,1.06,"",0,0.0,-2,-2.3,67552,1.3,0,0.0,0,0.0,41,3.5,2133,3.5
"06101","2","10","71","0","2017","A","",4,105,7195704,0,0,1319,68585,"",0.18,0.11,0.17,0.00,0.00,1.59,1.59,"",0,0.0,6,6.1,1335446,22.8,0,0.0,0,0.0,185,16.3,9639,16.4
"06101","3","10","71","0","2017","A","",81,4587,235126037,1269473,57721,986,51265,"",1.48,1.53,2.16,0.39,0.96,1.41,1.41,"",0,0.0,55,1.2,10633433,4.7,-6392,-0.5,-6791,-10.5,33,3.5,1729,3.5
"06101","5","10","71","0","2017","A","",3082,25846,993043550,236859569,11628251,739,38422,"",1.00,0.99,0.94,1.01,1.00,0.95,0.95,"",92,3.1,567,2.2,36889625,3.9,10750982,4.8,206658,1.8,12,1.7,598,1.6
"06103","0","10","70","0","2017","A","",1821,18399,767072047,127107227,6332359,802,41691,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",32,1.8,712,4.0,53841543,7.5,5595954,4.6,121427,2.0,27,3.5,1366,3.4
"06103","1","10","71","0","2017","A","",20,211,12124979,0,0,1105,57442,"",1.81,0.59,0.56,0.00,0.00,0.95,0.95,"",1,5.3,-14,-6.2,-214817,-1.7,0,0.0,0,0.0,49,4.6,2537,4.6
"06103","2","10","71","0","2017","A","",20,339,22419402,0,0,1273,66183,"",1.55,0.57,0.86,0.00,0.00,1.49,1.50,"",-2,-9.1,-21,-5.8,419129,1.9,0,0.0,0,0.0,99,8.4,5128,8.4
"06103","3","10","71","0","2017","A","",68,3508,151704438,4827897,294756,832,43249,"",2.17,1.95,2.26,2.79,9.05,1.16,1.16,"",0,0.0,92,2.7,6823557,4.7,281386,6.2,16912,6.1,16,2.0,832,2.0
"06103","5","10","71","0","2017","A","",1714,14342,580823228,122279330,6037603,779,40499,"",0.97,0.92,0.89,0.98,0.96,0.97,0.97,"",34,2.0,655,4.8,46813674,8.8,5314568,4.5,104515,1.8,29,3.9,1482,3.8
"06105","0","10","70","0","2017","A","",403,2722,105024017,14987214,721680,742,38590,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.8,27,1.0,5774676,5.8,275409,1.9,-14277,-1.9,34,4.8,1757,4.8
"06105","1","10","71","0","2017","A","",16,231,15147729,0,0,1260,65504,"",6.54,4.36,5.10,0.00,0.00,1.17,1.17,"",0,0.0,-7,-2.9,1136619,8.1,0,0.0,0,0.0,127,11.2,6572,11.2
"06105","2","10","71","0","2017","A","",4,38,2438585,0,0,1245,64741,"",1.40,0.43,0.68,0.00,0.00,1.58,1.58,"",0,0.0,-1,-2.6,336551,16.0,0,0.0,0,0.0,202,19.4,10495,19.3
"06105","3","10","71","0","2017","A","",33,754,33490156,659487,34186,855,44446,"",4.76,2.84,3.64,3.23,9.21,1.28,1.28,"",1,3.1,-19,-2.5,1013247,3.1,-994,-0.2,-1041,-3.0,47,5.8,2423,5.8
"06105","5","10","71","0","2017","A","",350,1699,53947547,14327727,687494,611,31751,"",0.90,0.73,0.60,0.98,0.96,0.82,0.82,"",2,0.6,54,3.3,3288259,6.5,276403,2.0,-13236,-1.9,19,3.2,960,3.1
"06107","0","10","70","0","2017","A","",10272,162071,6323202871,1280305539,62945779,750,39015,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",386,3.9,1076,0.7,194323005,3.2,8803407,0.7,-727786,-1.1,18,2.5,946,2.5
"06107","1","10","71","0","2017","A","",50,1050,60810226,0,0,1114,57905,"",0.80,0.33,0.34,0.00,0.00,1.02,1.02,"",0,0.0,2,0.2,652821,1.1,0,0.0,0,0.0,10,0.9,475,0.8
"06107","2","10","71","0","2017","A","",57,1486,65421912,0,0,847,44021,"",0.79,0.28,0.30,0.00,0.00,1.06,1.06,"",-6,-9.5,-366,-19.8,-19844677,-23.3,0,0.0,0,0.0,-38,-4.3,-2009,-4.4
"06107","3","10","71","0","2017","A","",318,29169,1551682289,16118607,744301,1023,53196,"",1.80,1.84,2.80,0.92,2.30,1.52,1.52,"",0,0.0,342,1.2,74188264,5.0,-473082,-2.9,-92129,-11.0,37,3.8,1943,3.8
"06107","5","10","71","0","2017","A","",9848,130366,4645288444,1264186932,62201478,685,35633,"",0.99,0.95,0.86,1.01,0.99,0.91,0.91,"",393,4.2,1099,0.9,139326597,3.1,9276489,0.7,-635657,-1.0,15,2.2,775,2.2
"06109","0","10","70","0","2017","A","",1586,17381,745840172,104328417,4806912,825,42910,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,0.7,-111,-0.6,33061409,4.6,2251257,2.2,-97348,-2.0,41,5.2,2161,5.3
"06109","1","10","71","0","2017","A","",24,454,29551364,0,0,1253,65163,"",2.49,1.34,1.40,0.00,0.00,1.05,1.05,"",0,0.0,-34,-7.0,-149237,-0.5,0,0.0,0,0.0,83,7.1,4312,7.1
"06109","2","10","71","0","2017","A","",42,1086,63961632,0,0,1133,58901,"",3.75,1.94,2.51,0.00,0.00,1.29,1.29,"",-1,-2.3,-22,-2.0,2488281,4.0,0,0.0,0,0.0,66,6.2,3432,6.2
"06109","3","10","71","0","2017","A","",56,3686,165763113,13361256,677249,865,44971,"",2.05,2.17,2.54,9.39,27.38,1.17,1.17,"",-1,-1.8,-22,-0.6,4661040,2.9,619538,4.9,-5068,-0.7,29,3.5,1524,3.5
"06109","5","10","71","0","2017","A","",1464,12156,486564063,90967161,4129663,770,40027,"",0.95,0.82,0.77,0.89,0.86,0.93,0.93,"",13,0.9,-32,-0.3,26061325,5.7,1631719,1.8,-92280,-2.2,43,5.9,2243,5.9
"06111","0","10","70","0","2017","A","",26664,322344,17546127974,2382106579,103531550,1047,54433,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",776,3.0,3291,1.0,440457577,2.6,19646134,0.8,-4766731,-4.4,16,1.6,819,1.5
"06111","1","10","71","0","2017","A","",64,7192,652533665,0,0,1745,90736,"",0.40,1.15,1.31,0.00,0.00,1.15,1.15,"",0,0.0,-68,-0.9,12786526,2.0,0,0.0,0,0.0,50,2.9,2610,3.0
"06111","2","10","71","0","2017","A","",128,2190,131335950,0,0,1153,59980,"",0.68,0.21,0.22,0.00,0.00,1.04,1.04,"",-2,-1.5,2,0.1,6913045,5.6,0,0.0,0,0.0,60,5.5,3125,5.5
"06111","3","10","71","0","2017","A","",368,35453,2156387617,7438240,250543,1170,60823,"",0.80,1.13,1.40,0.23,0.47,1.24,1.24,"",0,0.0,658,1.9,76401074,3.7,1339922,22.0,13316,5.6,20,1.7,1044,1.7
"06111","5","10","71","0","2017","A","",26104,277510,14605870742,2374668339,103281007,1012,52632,"",1.01,1.01,0.98,1.02,1.00,0.97,0.97,"",778,3.1,2700,1.0,344356932,2.4,18306212,0.8,-4780047,-4.4,14,1.4,736,1.4
"06113","0","10","70","0","2017","A","",6646,101848,5932885716,612469931,27935199,1120,58252,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",158,2.4,1551,1.5,323232757,5.8,11556584,1.9,-1169505,-4.0,44,4.1,2321,4.1
"06113","1","10","71","0","2017","A","",32,2414,161250705,0,0,1285,66796,"",0.79,1.22,0.96,0.00,0.00,0.79,0.79,"",0,0.0,-2,-0.1,2718460,1.7,0,0.0,0,0.0,23,1.8,1176,1.8
"06113","2","10","71","0","2017","A","",120,19613,1856328020,1545149,95799,1820,94649,"",2.56,5.99,9.16,0.43,5.60,1.53,1.53,"",6,5.3,602,3.2,124915180,7.2,-134248,-8.0,-8324,-8.0,69,3.9,3575,3.9
"06113","3","10","71","0","2017","A","",147,10898,591036869,20917202,835017,1043,54235,"",1.29,1.10,1.14,2.51,5.81,1.04,1.04,"",-1,-0.7,118,1.1,27334650,4.8,487216,2.4,-104218,-11.1,37,3.7,1943,3.7
"06113","5","10","71","0","2017","A","",6347,68924,3324270122,590007580,27004383,928,48231,"",0.98,0.80,0.66,0.98,0.97,0.83,0.83,"",153,2.5,834,1.2,168264467,5.3,11203616,1.9,-1056963,-3.8,37,4.2,1880,4.1
"06115","0","10","70","0","2017","A","",1648,17325,861695982,78018068,3573722,956,49737,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",46,2.9,640,3.8,62710609,7.8,2413654,3.2,-94108,-2.6,35,3.8,1852,3.9
"06115","1","10","71","0","2017","A","",35,1532,78966428,0,0,991,51536,"",3.50,4.54,3.24,0.00,0.00,0.71,0.71,"",0,0.0,15,1.0,3959688,5.3,0,0.0,0,0.0,40,4.2,2105,4.3
"06115","2","10","71","0","2017","A","",15,908,90516467,0,0,1917,99660,"",1.29,1.63,3.08,0.00,0.00,1.89,1.89,"",0,0.0,14,1.6,1286264,1.4,0,0.0,0,0.0,-2,-0.1,-104,-0.1
"06115","3","10","71","0","2017","A","",84,3937,192851672,911062,42493,942,48991,"",2.97,2.33,2.55,0.86,2.31,1.10,1.10,"",-2,-2.3,78,2.0,10550263,5.8,160917,21.5,4476,11.8,34,3.7,1756,3.7
"06115","5","10","71","0","2017","A","",1514,10948,499361415,77107006,3531229,877,45612,"",0.95,0.74,0.68,1.01,0.99,0.92,0.92,"",48,3.3,534,5.1,46914394,10.4,2252737,3.0,-98584,-2.7,42,5.0,2167,5.0
"06999","0","10","70","0","2017","A","",55507,387288,33565651930,4250881940,197191083,1667,86668,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1278,-2.3,4784,1.3,1737510294,5.5,-97723192,-2.2,-4841822,-2.4,67,4.2,3458,4.2
"06999","1","10","71","0","2017","A","",125,2182,183822208,0,0,1620,84248,"",0.37,0.29,0.19,0.00,0.00,0.67,0.67,"",7,5.9,55,2.6,18392873,11.1,0,0.0,0,0.0,124,8.3,6472,8.3
"06999","2","10","71","0","2017","A","",64,270,30480694,0,0,2169,112787,"",0.16,0.02,0.03,0.00,0.00,1.23,1.23,"",20,45.5,36,15.4,9250958,43.6,0,0.0,0,0.0,422,24.2,21965,24.2
"06999","3","10","71","0","2017","A","",23,2294,183486938,2261007,121280,1538,79971,"",0.02,0.06,0.06,0.04,0.12,1.03,1.03,"",-5,-17.9,1189,107.6,114855983,167.4,-56998,-2.5,-2972,-2.4,343,28.7,17852,28.7
"06999","5","10","71","0","2017","A","",55295,382542,33167862090,4248620933,197069803,1667,86704,"",1.03,1.16,1.16,1.02,1.01,1.00,1.00,"",-1301,-2.3,3504,0.9,1595010480,5.1,-97666194,-2.2,-4838850,-2.4,65,4.1,3407,4.1
"08000","0","10","50","0","2017","A","",198720,2609770,148532901790,32521486577,644538433,1095,56914,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6825,3.6,57267,2.2,9003512998,6.5,1754619460,5.7,12501154,2.0,44,4.2,2250,4.1
"08000","1","10","51","0","2017","A","",1149,53504,4252535931,0,0,1528,79480,"",0.95,1.05,1.01,0.00,0.00,0.96,0.96,"",-19,-1.6,-572,-1.1,82956902,2.0,0,0.0,0,0.0,45,3.0,2375,3.1
"08000","2","10","51","0","2017","A","",702,99578,6234151546,38549882,115651,1204,62606,"",0.50,1.19,1.23,0.20,0.29,1.04,1.04,"",-2,-0.3,3346,3.5,388310264,6.6,1787683,4.9,3350,3.0,36,3.1,1858,3.1
"08000","3","10","51","0","2017","A","",1532,258946,12131186550,1983800696,6697756,901,46848,"",0.45,1.02,0.93,4.47,2.02,0.92,0.92,"",6,0.4,3541,1.4,418321405,3.6,123286977,6.6,465548,7.5,19,2.2,988,2.2
"08000","5","10","51","0","2017","A","",195337,2197742,125915027763,30499135999,637725026,1102,57293,"",1.01,0.99,1.00,0.96,1.00,1.01,1.01,"",6839,3.6,50951,2.4,8113924427,6.9,1629544800,5.6,12032256,1.9,47,4.5,2420,4.4
"08000","8","10","96","0","2017","A","",3383,412028,22617874027,2022350578,6813407,1056,54894,"",0.56,1.06,1.01,3.19,1.84,0.96,0.96,"",-15,-0.4,6315,1.6,889588571,4.1,125074660,6.6,468898,7.4,26,2.5,1338,2.5
"08001","0","10","70","0","2017","A","",10927,204964,10896544640,2414496608,52686839,1022,53163,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",533,5.1,6596,3.3,740609436,7.3,158059567,7.0,2335461,4.6,37,3.8,1966,3.8
"08001","1","10","71","0","2017","A","",38,1111,98066335,0,0,1697,88269,"",0.57,0.28,0.32,0.00,0.00,1.14,1.14,"",0,0.0,-250,-18.4,-7702536,-7.3,0,0.0,0,0.0,202,13.5,10541,13.6
"08001","2","10","71","0","2017","A","",28,17496,1558485371,26669284,80008,1713,89078,"",0.36,2.65,4.19,1.88,2.48,1.58,1.58,"",0,0.0,1159,7.1,141248661,10.0,277553,1.1,833,1.1,45,2.7,2326,2.7
"08001","3","10","71","0","2017","A","",56,18746,884343372,60591192,296417,907,47176,"",0.30,0.94,0.93,1.84,1.09,0.99,0.99,"",0,0.0,171,0.9,33065925,3.9,1484870,2.5,38548,14.9,26,3.0,1346,2.9
"08001","5","10","71","0","2017","A","",10805,167612,8355649562,2327236132,52310414,959,49851,"",1.02,0.96,0.90,0.98,1.00,0.94,0.94,"",534,5.2,5516,3.4,573997386,7.4,156297144,7.2,2296080,4.6,36,3.9,1845,3.8
"08003","0","10","70","0","2017","A","",628,8242,301524908,91126653,1550483,704,36582,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",66,11.7,180,2.2,10955383,3.8,4072274,4.7,10970,0.7,11,1.6,542,1.5
"08003","1","10","71","0","2017","A","",14,140,8136380,0,0,1119,58186,"",3.67,0.87,0.95,0.00,0.00,1.09,1.10,"",-1,-6.7,-3,-2.1,-23419,-0.3,0,0.0,0,0.0,18,1.6,958,1.7
"08003","2","10","71","0","2017","A","",18,885,41284026,0,0,898,46671,"",4.06,3.34,4.01,0.00,0.00,1.20,1.20,"",0,0.0,40,4.7,852389,2.1,0,0.0,0,0.0,-23,-2.5,-1201,-2.5
"08003","3","10","71","0","2017","A","",15,1016,31447734,17856691,54307,596,30968,"",1.39,1.26,1.19,14.37,6.81,0.94,0.94,"",0,0.0,25,2.5,1471704,4.9,1028207,6.1,3050,6.0,14,2.4,720,2.4
"08003","5","10","71","0","2017","A","",581,6202,220656768,73269962,1496176,684,35576,"",0.95,0.88,0.86,0.82,0.97,0.97,0.97,"",66,12.8,118,1.9,8654709,4.1,3044067,4.3,7920,0.5,14,2.1,732,2.1
"08005","0","10","70","0","2017","A","",21964,328169,21105197737,4268842977,86284077,1237,64312,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",484,2.3,6411,2.0,1076262331,5.4,243005838,6.0,-68328,-0.1,40,3.3,2063,3.3
"08005","1","10","71","0","2017","A","",50,3180,239380991,0,0,1448,75273,"",0.37,0.50,0.40,0.00,0.00,0.81,0.81,"",-2,-3.8,-189,-5.6,-15793936,-6.2,0,0.0,0,0.0,-9,-0.6,-469,-0.6
"08005","2","10","71","0","2017","A","",26,4848,264196274,1168939,3507,1048,54496,"",0.17,0.46,0.37,0.05,0.07,0.80,0.80,"",2,8.3,114,2.4,13391234,5.3,83862,7.7,252,7.7,29,2.8,1511,2.9
"08005","3","10","71","0","2017","A","",63,28556,1404409480,69062181,249542,946,49181,"",0.17,0.89,0.76,1.19,0.56,0.85,0.85,"",-1,-1.6,-13,0.0,37363856,2.7,3645280,5.6,19692,8.6,26,2.8,1331,2.8
"08005","5","10","71","0","2017","A","",21825,291585,19197210992,4198611857,86031028,1266,65837,"",1.02,1.04,1.07,1.00,1.00,1.02,1.02,"",485,2.3,6499,2.3,1041301177,5.7,239276696,6.0,-88272,-0.1,41,3.3,2151,3.4
"08007","0","10","70","0","2017","A","",583,4138,140431956,71834915,996119,653,33940,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",35,6.4,72,1.8,6034022,4.5,3597525,5.3,-2617,-0.3,17,2.7,885,2.7
"08007","1","10","71","0","2017","A","",4,43,2504556,0,0,1120,58245,"",1.13,0.53,0.63,0.00,0.00,1.18,1.18,"",-1,-20.0,-5,-10.4,-124901,-4.8,0,0.0,0,0.0,57,5.4,2985,5.4
"08007","2","10","71","0","2017","A","",6,55,2647244,0,0,923,47986,"",1.46,0.41,0.55,0.00,0.00,1.33,1.33,"",0,0.0,-1,-1.8,40041,1.5,0,0.0,0,0.0,34,3.8,1773,3.8
"08007","3","10","71","0","2017","A","",12,741,34429440,26549092,79648,894,46469,"",1.20,1.83,2.80,27.11,15.54,1.53,1.53,"",0,0.0,36,5.1,1771977,5.4,1483599,5.9,4457,5.9,4,0.4,168,0.4
"08007","5","10","71","0","2017","A","",561,3299,100850716,45285823,916471,588,30574,"",0.99,0.94,0.84,0.64,0.93,0.90,0.90,"",36,6.9,42,1.3,4346905,4.5,2113926,4.9,-7074,-0.8,18,3.2,941,3.2
"08009","0","10","70","0","2017","A","",116,1074,33086478,19411063,127756,593,30819,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-26,-2.4,1214371,3.8,324244,1.7,-6233,-4.7,36,6.5,1840,6.3
"08009","1","10","71","0","2017","A","",9,36,1510871,0,0,813,42262,"",12.77,1.72,1.61,0.00,0.00,0.94,0.94,"",0,0.0,2,5.9,7469,0.5,0,0.0,0,0.0,-27,-3.2,-1420,-3.3
"08009","2","10","71","0","2017","A","",4,12,546873,0,0,889,46215,"",4.88,0.35,0.48,0.00,0.00,1.41,1.41,"",0,0.0,1,9.1,59419,12.2,0,0.0,0,0.0,43,5.1,2234,5.1
"08009","3","10","71","0","2017","A","",16,619,18254751,13993816,41980,567,29499,"",8.03,5.90,6.30,52.88,63.86,1.07,1.07,"",0,0.0,-25,-3.9,349546,2.0,297886,2.2,892,2.2,33,6.2,1707,6.1
"08009","5","10","71","0","2017","A","",87,407,12773983,5417247,85776,603,31373,"",0.77,0.45,0.45,0.28,0.68,1.02,1.02,"",-1,-1.1,-3,-0.7,797937,6.7,26358,0.5,-7125,-7.7,41,7.3,2169,7.4
"08011","0","10","70","0","2017","A","",96,1089,35663981,20114096,159653,630,32757,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,6.7,-106,-8.9,-2338417,-6.2,-510051,-2.5,-23169,-12.7,18,2.9,943,3.0
"08011","1","10","71","0","2017","A","",9,36,1829227,0,0,989,51407,"",15.43,1.70,1.81,0.00,0.00,1.08,1.08,"",0,0.0,-3,-7.7,-56977,-3.0,0,0.0,0,0.0,47,5.0,2415,4.9
"08011","2","10","71","0","2017","A","",5,31,1471549,0,0,901,46840,"",7.37,0.88,1.21,0.00,0.00,1.35,1.35,"",0,0.0,-2,-6.1,-48245,-3.2,0,0.0,0,0.0,13,1.5,669,1.4
"08011","3","10","71","0","2017","A","",12,419,11687282,11687282,35062,537,27904,"",7.27,3.94,3.74,42.62,42.68,0.95,0.95,"",0,0.0,3,0.7,558110,5.0,558110,5.0,1676,5.0,22,4.3,1135,4.2
"08011","5","10","71","0","2017","A","",71,603,20675923,8426814,124591,659,34293,"",0.76,0.65,0.68,0.43,0.78,1.05,1.05,"",6,9.2,-104,-14.7,-2791305,-11.9,-1068161,-11.2,-24845,-16.6,21,3.3,1116,3.4
"08013","0","10","70","0","2017","A","",15249,179825,11657018208,2056093531,39358831,1247,64824,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",566,3.9,3173,1.8,701066568,6.4,85847274,4.4,661152,1.7,54,4.5,2804,4.5
"08013","1","10","71","0","2017","A","",39,2059,212712463,0,0,1987,103304,"",0.42,0.59,0.65,0.00,0.00,1.10,1.10,"",2,5.4,6,0.3,3795865,1.8,0,0.0,0,0.0,30,1.5,1522,1.5
"08013","2","10","71","0","2017","A","",19,10732,732770831,0,0,1313,68282,"",0.18,1.85,1.84,0.00,0.00,0.99,0.99,"",0,0.0,319,3.1,48291193,7.1,-260000,-100.0,-2652,-100.0,49,3.9,2547,3.9
"08013","3","10","71","0","2017","A","",49,16303,787255629,48533037,148691,929,48288,"",0.19,0.93,0.77,1.73,0.73,0.83,0.83,"",-1,-2.0,104,0.6,18740989,2.4,2998175,6.6,9263,6.6,17,1.9,847,1.8
"08013","5","10","71","0","2017","A","",15143,150730,9924279285,2007560494,39210140,1266,65841,"",1.02,0.99,1.00,1.00,1.00,1.02,1.02,"",566,3.9,2743,1.9,630238521,6.8,83109099,4.3,654541,1.7,58,4.8,3038,4.8
"08014","0","10","70","0","2017","A","",2813,37867,3600073856,577162885,10738915,1828,95073,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",149,5.6,899,2.4,601836280,20.1,33100165,6.1,-234522,-2.1,268,17.2,13970,17.2
"08014","1","10","71","0","2017","A","",6,170,10568202,0,0,1197,62227,"",0.35,0.23,0.10,0.00,0.00,0.45,0.45,"",0,0.0,9,5.6,425719,4.2,0,0.0,0,0.0,-14,-1.2,-737,-1.2
"08014","2","10","71","0","2017","A","N",9,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08014","3","10","71","0","2017","A","N",2,0,0,0,0,0,0,"N",0.04,0,0,0,0,0,0,"N",-2,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"08014","5","10","71","0","2017","A","",2796,36213,3525291806,571827672,10722909,1872,97348,"",1.03,1.12,1.15,1.01,1.00,1.03,1.02,"",151,5.7,799,2.3,598830992,20.5,32570412,6.0,-231048,-2.1,283,17.8,14713,17.8
"08015","0","10","70","0","2017","A","",989,7860,276675183,97607496,1427767,677,35199,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",51,5.4,319,4.2,17025500,6.6,6939044,7.7,166,0.0,15,2.3,765,2.2
"08015","1","10","71","0","2017","A","",8,70,4086978,0,0,1130,58735,"",1.33,0.46,0.52,0.00,0.00,1.15,1.15,"",-1,-11.1,-2,-2.8,-239090,-5.5,0,0.0,0,0.0,-32,-2.8,-1699,-2.8
"08015","2","10","71","0","2017","A","",11,463,25378317,0,0,1054,54793,"",1.57,1.83,2.69,0.00,0.00,1.47,1.47,"",0,0.0,-16,-3.3,367118,1.5,0,0.0,0,0.0,49,4.9,2532,4.8
"08015","3","10","71","0","2017","A","",20,1443,58432368,18128163,54384,779,40503,"",1.18,1.88,2.41,13.62,7.40,1.28,1.28,"",0,0.0,60,4.3,4759050,8.9,1411623,8.4,4234,8.4,32,4.3,1680,4.3
"08015","5","10","71","0","2017","A","",951,5885,188777520,79479333,1373383,617,32078,"",0.99,0.88,0.80,0.83,0.97,0.91,0.91,"",53,5.9,277,4.9,12138422,6.9,5527421,7.5,-4068,-0.3,11,1.8,580,1.8
"08017","0","10","70","0","2017","A","",92,692,27883955,7991774,75495,775,40285,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-3.2,5,0.7,753462,2.8,93412,1.2,-3227,-4.1,16,2.1,808,2.0
"08017","1","10","71","0","2017","A","",6,13,478093,0,0,731,37994,"",10.74,0.96,0.61,0.00,0.00,0.65,0.65,"",0,0.0,0,0.0,-19592,-3.9,0,0.0,0,0.0,9,1.2,433,1.2
"08017","2","10","71","0","2017","A","N",2,0,0,0,0,0,0,"N",3.08,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"08017","3","10","71","0","2017","A","N",12,0,0,0,0,0,0,"N",7.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08017","5","10","71","0","2017","A","",72,397,18283329,4970372,66430,885,46025,"",0.81,0.67,0.77,0.63,0.89,1.14,1.14,"",-2,-2.7,4,1.0,597403,3.4,-38627,-0.8,-3626,-5.2,19,2.2,984,2.2
"08019","0","10","70","0","2017","A","",364,2998,130251751,49240878,756619,836,43449,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,3.7,122,4.2,265238,0.2,413846,0.8,-29955,-3.8,-33,-3.8,-1756,-3.9
